id,DQD,DQB,DQL,GEME,AH,MTH,FH,RT,FU,HO,GEMN,HAUS,LABE,GRUF,VOLU
DENILD750000tzpP,1000,1300,1000,03454018,15.574,21.809,23.758,3100,31001_1000,8.184,"Haren (Ems), Stadt",5,Schützenweg,7.546875,947.0317017288553
DENILD7500001eyo,1000,1300,1000,03454018,13.6,16.265,16.265,1000,31001_2000,2.665,"Haren (Ems), Stadt",NA,NA,46.0537109375,122.73024695960406
DENILD7500000VPR,1000,1300,1000,03454018,14.66,18.747,20.99,3100,31001_2000,6.33,"Haren (Ems), Stadt",NA,NA,64.55859375,307.89781999764654
DENILD7500001epH,1000,1300,1000,03454018,13.22,17.65,19.242,3100,31001_1000,6.022,"Haren (Ems), Stadt",8,Heidering,33.8388671875,1003.0130939704761
DENILD7500001ekJ,1000,1300,1000,03454018,12.895,15.65,15.65,1000,31001_2000,2.755,"Haren (Ems), Stadt",NA,NA,29.541015625,81.38641236132298
DENILD7500000VU8,1000,1300,1000,03454018,14.855,17.541,17.541,1000,31001_2000,2.686,"Haren (Ems), Stadt",NA,NA,7.7705078125,128.46605902456022
DENILD7500001etB,1000,1300,1000,03454018,13.085,15.94,15.94,1000,31001_2000,2.855,"Haren (Ems), Stadt",NA,NA,14.11328125,96.79606677941064
DENILD7500000VOs,1000,1300,1000,03454018,15.104,18.282,20.69,3100,31001_2000,5.586,"Haren (Ems), Stadt",NA,NA,59.6044921875,261.20909398557296
DENILD7500001elz,1000,1300,1000,03454018,13.07,15.349,15.349,1000,31001_2000,2.279,"Haren (Ems), Stadt",NA,NA,15.8056640625,36.02150366363216
DENILD7500000VSJ,1000,1300,1000,03454018,13.239,20.744,21.854,3100,31001_2100,8.615,"Haren (Ems), Stadt",1,Röchlingstraße,78.255859375,57256.91404024446
DENILD7500001ewE,1000,1300,1000,03454018,13.507,18.162,22.107,3100,31001_1000,8.6,"Haren (Ems), Stadt",4,Sanddornweg,3.107421875,1427.380016061731
DENILD7500001ex0,1000,1300,1000,03454018,13.302,15.904,15.904,1000,31001_2000,2.602,"Haren (Ems), Stadt",NA,NA,32.5654296875,84.98371384204624
DENILD7500001eoF,1000,1300,1000,03454018,12.782,18.094,20.224,3100,31001_1000,7.442,"Haren (Ems), Stadt",86,Eichenallee,79.97265625,447.817657421542
DENILD750000xHqa,1000,1300,1000,03454018,14.057,18.67,18.67,1000,51009_1610,4.613,"Haren (Ems), Stadt",NA,NA,94.7099609375,436.9014370825698
DENILD7500000VSL,1000,1300,1000,03454018,14.24,16.656,16.656,1000,31001_2000,2.417,"Haren (Ems), Stadt",NA,NA,26.921875,65.04414029969597
DENILD7500001es8,1000,1300,1000,03454018,14.142,16.579,16.579,1000,31001_2000,2.437,"Haren (Ems), Stadt",NA,NA,54.3291015625,132.39990337129564
DENILD750000tY9U,1000,1300,1000,03454018,15.748,18.38,18.38,1000,51009_1610,2.632,"Haren (Ems), Stadt",NA,NA,43.9267578125,115.61637591608459
DENILD750000xrmN,1000,1300,1000,03454018,14.795,21.896,21.896,1000,31001_3021,7.101,"Haren (Ems), Stadt",35,Tengestraße,16.98046875,7636.410861052041
DENILD7500001ejN,1000,1300,1000,03454018,13.321,16.649,20.942,3200,31001_1000,7.621,"Haren (Ems), Stadt",13,Wiesenweg,28.318359375,1084.4590387324654
DENILD7500000VV6,1000,1300,1000,03454018,15.362,18.008,18.008,1000,31001_2000,2.646,"Haren (Ems), Stadt",NA,NA,36.7900390625,97.34808107282655
DENILD7500001eob,1000,1300,1000,03454018,13.15,19.968,21.561,3100,31001_1000,8.411,"Haren (Ems), Stadt",9,Hollandstraße,12.740234375,1140.1022643206957
DENILD750000vcCm,1000,1300,1000,03454018,12.985,16.002,16.002,1000,51009_1610,3.016,"Haren (Ems), Stadt",NA,NA,15.2333984375,46.12259718112267
DENILD7500001eo6,1000,1300,1000,03454018,12.53,16.173,16.26,9999,31001_2100,3.73,"Haren (Ems), Stadt",NA,NA,290.75,1082.5008450091304
DENILD7500000VY4,1000,1300,1000,03454018,15.234,21.375,23.336,3100,31001_1000,8.103,"Haren (Ems), Stadt",19,Tengestraße,25.46484375,945.8973089361882
DENILD7500001eku,1000,1300,1000,03454018,13.47,16.109,16.109,1000,31001_2000,2.639,"Haren (Ems), Stadt",NA,NA,28.234375,76.54709789810357
DENILD750000vAIc,1000,1300,1000,03454018,13.079,17.097,20.774,5000,31001_1000,7.695,"Haren (Ems), Stadt",19,Wiesenweg,4.6220703125,569.4394475299592
DENILD7500000VSx,1000,1300,1000,03454018,15.099,17.715,17.715,1000,31001_2000,2.617,"Haren (Ems), Stadt",NA,NA,4.892578125,119.46123967624274
DENILD750000tzpM,1000,1300,1000,03454018,15.599,18.379,18.379,1000,31001_2000,2.78,"Haren (Ems), Stadt",NA,NA,17.4482421875,61.60754941609316
DENILD7500001etC,1000,1300,1000,03454018,14.266,16.834,16.834,1000,31001_2000,2.568,"Haren (Ems), Stadt",NA,NA,17.826171875,106.85506313728628
DENILD7500001epd,1000,1300,1000,03454018,14.183,18.529,22.894,3100,31001_1000,8.711,"Haren (Ems), Stadt",12,Haselnußweg,81.44140625,531.7098556276425
DENILD7500001eiZ,1000,1300,1000,03454018,12.831,16.862,21.123,3100,31001_1000,8.291,"Haren (Ems), Stadt",12,Weißdornweg,5.111328125,868.139820519481
DENILD7500000W0x,1000,1300,1000,03454018,14.352,18.159,20.169,3100,31001_2000,5.818,"Haren (Ems), Stadt",NA,NA,62.525390625,278.6479737701391
DENILD7500000W0u,1000,1300,1000,03454018,15.09,17.671,17.671,1000,31001_2000,2.581,"Haren (Ems), Stadt",NA,NA,41.529296875,107.18689615071035
DENILD7500001esx,1000,1300,1000,03454018,13.964,16.585,16.585,1000,31001_2000,2.621,"Haren (Ems), Stadt",NA,NA,29.2490234375,76.68990827829236
DENILD7500001ewq,1000,1300,1000,03454018,12.76,16.539,20.224,3100,31001_2000,7.464,"Haren (Ems), Stadt",NA,NA,44.73828125,251.5067988713741
DENILD7500001euf,1000,1300,1000,03454018,12.828,15.131,15.131,1000,31001_2000,2.303,"Haren (Ems), Stadt",NA,NA,49.0029296875,112.8543765063767
DENILD7500001ey4,1000,1300,1000,03454018,13.303,16.029,16.029,1000,31001_2000,2.726,"Haren (Ems), Stadt",NA,NA,28.525390625,77.7606874659895
DENILD7500001ei4,1000,1300,1000,03454018,14.454,17.192,17.192,1000,31001_2000,2.738,"Haren (Ems), Stadt",NA,NA,14.2138671875,38.91460122433631
DENILD7500001etz,1000,1300,1000,03454018,13.1,16.039,16.039,1000,31001_2000,2.939,"Haren (Ems), Stadt",NA,NA,15.23828125,116.07158748636876
DENILD750000qRaa,1000,1300,1000,03454018,15.684,20.827,24.869,3100,31001_1000,9.186,"Haren (Ems), Stadt",9A,Schützenweg,81.681640625,533.1426779436509
DENILD7500001eox,1000,1300,1000,03454018,12.923,16.509,20.495,3200,31001_1000,7.572,"Haren (Ems), Stadt",9,Buchsbaumweg,29.7646484375,811.7672863556185
DENILD7500001eAj,1000,1300,1000,03454018,12.971,14.84,15.148,2100,31001_2000,2.177,"Haren (Ems), Stadt",NA,NA,10.5751953125,19.759001778540817
DENILD7500001eyT,1000,1300,1000,03454018,13.073,17.035,22.292,3100,31001_1000,9.219,"Haren (Ems), Stadt",67,Heidering,75.1923828125,495.62895517647985
DENILD7500001eBs,1000,1300,1000,03454018,12.9,15.634,15.634,1000,31001_2000,2.733,"Haren (Ems), Stadt",NA,NA,48.7705078125,133.34036237585488
DENILD7500001evY,1000,1300,1000,03454018,13.994,19.598,22.456,3100,31001_1000,8.462,"Haren (Ems), Stadt",31,Hülskrabbenweg,2.794921875,592.6623321858818
DENILD7500001emz,1000,1300,1000,03454018,14.147,21.045,21.045,NA,31001_1000,6.898,"Haren (Ems), Stadt",17,Brombeerweg,189.4375,592.6623321858818
DENILD7500001evn,1000,1300,1000,03454018,13.894,16.484,16.484,1000,31001_2000,2.59,"Haren (Ems), Stadt",NA,NA,13.5341796875,35.05305223670266
DENILD7500001eqk,1000,1300,1000,03454018,13.603,16.389,16.389,1000,31001_2000,2.786,"Haren (Ems), Stadt",NA,NA,29.6875,82.70734121957302
DENILD7500001esj,1000,1300,1000,03454018,13.432,17.727,21.423,3100,31001_1000,7.99,"Haren (Ems), Stadt",51,Eichenallee,24.6025390625,675.7340759394349
DENILD7500001euZ,1000,1300,1000,03454018,13.178,16.29,16.29,1000,31001_2000,3.112,"Haren (Ems), Stadt",NA,NA,27.3935546875,86.35801090124467
DENILD7500001eAc,1000,1300,1000,03454018,13.216,18.467,21.847,3100,31001_1000,8.631,"Haren (Ems), Stadt",19,Neuer Kirchweg,116.5615234375,727.8928592322841
DENILD7500000VTn,1000,1300,1000,03454018,14.603,19.737,23.055,3100,31001_1000,8.452,"Haren (Ems), Stadt",22,An der Koppel,9.3056640625,709.6729841504324
DENILD7500000VSd,1000,1300,1000,03454018,13.662,17.648,23.407,3100,31001_1000,9.745,"Haren (Ems), Stadt",12,Gosebrockstraße,3.7060546875,995.0768564399275
DENILD7500001eo8,1000,1300,1000,03454018,13.616,16.239,16.239,1000,31001_2000,2.623,"Haren (Ems), Stadt",NA,NA,28.9736328125,75.99787739226709
DENILD7500001ej4,1000,1300,1000,03454018,14.127,19.556,22.551,3100,31001_1000,8.424,"Haren (Ems), Stadt",15,Waldstraße,0.7001953125,960.9034435007093
DENILD750000v3oC,1000,1300,1000,03454018,13.446,17.026,17.026,1000,51009_1610,3.58,"Haren (Ems), Stadt",NA,NA,4.0400390625,14.46548941269559
DENILD750000v2U0,1000,1300,1000,03454018,13.004,19.359,22.504,3100,31001_1000,9.5,"Haren (Ems), Stadt",34,Hollandstraße,26.5380859375,845.600848708596
DENILD7500001ez7,1000,1300,1000,03454018,14.21,17.801,21.658,3200,31001_1000,7.448,"Haren (Ems), Stadt",19,Pastor-Graupe-Straße,91.5068359375,469.4514299965069
DENILD750000uS73,1000,1300,1000,03454018,15.06,17.522,17.522,1000,31001_2000,2.463,"Haren (Ems), Stadt",NA,NA,14.478515625,35.64637844644695
DENILD7500001ej2,1000,1300,1000,03454018,13.16,18.059,22.398,3100,31001_1000,9.238,"Haren (Ems), Stadt",1,Heidering,2.2978515625,892.3163501368228
DENILD7500001eBh,1000,1300,1000,03454018,13.501,17.28,21.352,3100,31001_2000,7.851,"Haren (Ems), Stadt",NA,NA,28.2265625,164.15004972577051
DENILD7500000VR8,1000,1300,1000,03454018,15.194,17.763,19.184,3100,31001_1000,3.99,"Haren (Ems), Stadt",NA,NA,38.9052734375,127.60402066630817
DENILD7500000VP2,1000,1300,1000,03454018,15.828,20.335,24.698,3100,31001_1000,8.87,"Haren (Ems), Stadt",4,An der Koppel,5.125,722.467169364218
DENILD7500001esn,1000,1300,1000,03454018,13.465,17.427,22.458,3100,31001_1000,8.993,"Haren (Ems), Stadt",31,Heidering,2.884765625,624.4945454896674
DENILD750000mUar,1000,1300,1000,03454018,13.181,16.687,16.687,1000,31001_2100,3.506,"Haren (Ems), Stadt",NA,NA,18.7666015625,484.29374236783246
DENILD7500001etX,1000,1300,1000,03454018,13.491,19.935,21.735,3100,31001_1000,8.244,"Haren (Ems), Stadt",14,Sanddornweg,1.3212890625,520.0446903729252
DENILD750000vcts,1000,1300,1000,03454018,13.551,17.976,18.202,3100,51009_1610,4.652,"Haren (Ems), Stadt",NA,NA,3.3759765625,15.320457021436635
DENILD7500001etU,1000,1300,1000,03454018,13.06,18.122,21.899,3100,31001_1000,8.838,"Haren (Ems), Stadt",36,Heidering,30.86328125,879.1064455402329
DENILD750000vh8z,1000,1300,1000,03454018,14.147,16.907,16.907,1000,51009_1610,2.761,"Haren (Ems), Stadt",NA,NA,13.5146484375,37.37557499824163
DENILD7500000VOX,1000,1300,1000,03454018,13.753,18.91,23.826,3100,31001_2720,10.073,"Haren (Ems), Stadt",NA,NA,316.3515625,6242.673715079483
DENILD7500001eor,1000,1300,1000,03454018,13.381,18.474,21.65,3100,31001_1000,8.269,"Haren (Ems), Stadt",46,Neuer Kirchweg,8.9921875,785.9518647102831
DENILD7500000VSX,1000,1300,1000,03454018,15.722,18.421,18.421,1000,31001_2000,2.699,"Haren (Ems), Stadt",NA,NA,30.9970703125,83.65871545354754
DENILD7500001ekM,1000,1300,1000,03454018,14.099,16.625,16.625,1000,31001_2000,2.525,"Haren (Ems), Stadt",NA,NA,26.0263671875,65.74088284971
DENILD7500001eqf,1000,1300,1000,03454018,14.337,18.75,21.767,5000,31001_1000,7.429,"Haren (Ems), Stadt",23,Pastor-Graupe-Straße,8.6533203125,572.5250631374192
DENILD7500000VQ9,1000,1300,1000,03454018,16.009,20.939,25.111,3100,31001_1000,9.102,"Haren (Ems), Stadt",40,Klaus-Jost-Straße,3.029296875,1346.8918333859642
DENILD7500001elF,1000,1300,1000,03454018,12.861,19.101,21.727,3100,31001_1000,8.866,"Haren (Ems), Stadt",15,Marienstraße,99.630859375,2358.3415422957223
DENILD7500001ekh,1000,1300,1000,03454018,14.2,16.913,16.913,1000,31001_2000,2.713,"Haren (Ems), Stadt",NA,NA,34.7802734375,98.22825620195576
DENILD750000xHlS,1000,1300,1000,03454018,14.362,17.618,17.618,1000,51009_1610,3.256,"Haren (Ems), Stadt",NA,NA,9.4501953125,30.781100685140903
DENILD7500001etE,1000,1300,1000,03454018,14.167,18.433,23.002,3100,31001_1000,8.835,"Haren (Ems), Stadt",8,Haselnußweg,80.0322265625,524.3889010897736
DENILD7500001eBn,1000,1300,1000,03454018,12.794,17.189,21.175,3100,31001_1000,8.381,"Haren (Ems), Stadt",27,Oberlangener Straße,54.326171875,898.5925746664874
DENILD750000uQ8I,1000,1300,1000,03454018,15.585,19.33,19.33,1000,51009_1610,3.745,"Haren (Ems), Stadt",NA,NA,1.076171875,58.07884549800518
DENILD7500001en1,1000,1300,1000,03454018,13.537,16.568,18.901,3100,31001_2000,5.365,"Haren (Ems), Stadt",NA,NA,36.0224609375,151.21547207980123
DENILD7500001emH,1000,1300,1000,03454018,13.257,19.03,20.684,5000,31001_1000,7.427,"Haren (Ems), Stadt",10,Heidering,4.66015625,1632.038503061724
DENILD7500001epm,1000,1300,1000,03454018,12.792,17.719,20.77,3100,31001_1000,7.979,"Haren (Ems), Stadt",32,Oberlangener Straße,28.064453125,573.0856716781566
DENILD750000s5nt,1000,1300,1000,03454018,15.507,20.609,24.364,3100,31001_1000,8.857,"Haren (Ems), Stadt",8,Heinrich-Wobken-Straße,8.5712890625,795.7183609502297
DENILD7500001eAv,1000,1300,1000,03454018,13.904,16.636,16.636,1000,31001_2000,2.733,"Haren (Ems), Stadt",NA,NA,64.0107421875,174.87873362021293
DENILD750000reKp,1000,1300,1000,03454018,12.738,19.858,19.858,1000,31001_2720,7.12,"Haren (Ems), Stadt",NA,NA,797.7890625,14412.116942107823
DENILD750000vaP0,1000,1300,1000,03454018,13.836,16.463,17.386,3100,51009_1610,3.55,"Haren (Ems), Stadt",NA,NA,17.4375,53.85699606008146
DENILD7500001euF,1000,1300,1000,03454018,13.732,19.588,22.284,3100,31001_1000,8.552,"Haren (Ems), Stadt",1,Holunderweg,0.224609375,987.9103295287633
DENILD750000vbdn,1000,1300,1000,03454018,13.625,19.209,19.209,NA,51009_1610,5.584,"Haren (Ems), Stadt",NA,NA,342.9375,987.9103295287633
DENILD7500000VS8,1000,1300,1000,03454018,14.574,17.083,17.083,1000,31001_2000,2.509,"Haren (Ems), Stadt",NA,NA,33.41015625,83.82632352750012
DENILD750000mI6p,1000,1300,1000,03454018,13.525,16.469,16.469,1000,31001_2000,2.944,"Haren (Ems), Stadt",NA,NA,28.6494140625,85.27846381615649
DENILD7500001eoy,1000,1300,1000,03454018,13.212,15.985,15.985,1000,31001_2000,2.773,"Haren (Ems), Stadt",NA,NA,14.994140625,104.69065765307087
DENILD7500001eld,1000,1300,1000,03454018,14.127,16.351,17.458,3100,31001_1000,3.33,"Haren (Ems), Stadt",NA,NA,17.1474609375,47.63064474810201
DENILD7500001eqC,1000,1300,1000,03454018,14.194,17.473,20.998,3100,31001_2000,6.804,"Haren (Ems), Stadt",NA,NA,4.0537109375,333.7899969177333
DENILD7500001eri,1000,1300,1000,03454018,14.208,16.88,16.88,1000,31001_2000,2.671,"Haren (Ems), Stadt",NA,NA,17.5546875,197.8712214248875
DENILD7500001erJ,1000,1300,1000,03454018,13.083,15.164,15.164,1000,31001_2000,2.081,"Haren (Ems), Stadt",NA,NA,44.685546875,92.98985957587311
DENILD7500001eoh,1000,1300,1000,03454018,12.99,17.608,21.278,3100,31001_1000,8.288,"Haren (Ems), Stadt",6,Grüner Weg,29.9140625,809.1280672221853
DENILD750000yole,1000,1300,1000,03454018,13.09,15.69,16.159,3100,31001_2000,3.069,"Haren (Ems), Stadt",NA,NA,36.896484375,104.58543189985735
DENILD7500001emb,1000,1300,1000,03454018,13.377,15.939,15.939,1000,31001_2000,2.562,"Haren (Ems), Stadt",NA,NA,29.8857421875,76.56965878472865
DENILD750000uqeS,1000,1300,1000,03454018,14.299,17.354,17.354,1000,51009_1610,3.055,"Haren (Ems), Stadt",NA,NA,29.0927734375,88.87773108048512
DENILD7500001ez5,1000,1300,1000,03454018,12.765,19.501,21.55,3100,31001_1000,8.785,"Haren (Ems), Stadt",32,Hollandstraße,42.7421875,1184.7311273571836
DENILD750000v3oe,1000,1300,1000,03454018,13.705,16.782,17.414,5000,51009_1610,3.709,"Haren (Ems), Stadt",NA,NA,3.8193359375,12.700556442072596
DENILD7500000VPx,1000,1300,1000,03454018,13.954,16.61,16.61,1000,31001_2000,2.656,"Haren (Ems), Stadt",NA,NA,7.263671875,183.52356955983086
DENILD750000viqc,1000,1300,1000,03454018,13.645,16.146,16.146,1000,51009_1610,2.501,"Haren (Ems), Stadt",NA,NA,39.6396484375,99.17103004788095
DENILD7500001ets,1000,1300,1000,03454018,12.898,15.684,15.684,1000,31001_2000,2.786,"Haren (Ems), Stadt",NA,NA,31.9052734375,88.94382728200631
DENILD7500001eqP,1000,1300,1000,03454018,14.164,17.074,17.074,1000,31001_2000,2.911,"Haren (Ems), Stadt",NA,NA,17.876953125,117.40348586639423
DENILD750000uqeI,1000,1300,1000,03454018,14.55,17.243,17.243,1000,51009_1610,2.692,"Haren (Ems), Stadt",NA,NA,12.830078125,44.32694292313812
DENILD750000uQ9l,1000,1300,1000,03454018,15.091,19.871,19.871,1000,51009_1610,4.78,"Haren (Ems), Stadt",NA,NA,4.09375,19.567845365750728
DENILD750000nPU0,1000,1300,1000,03454018,13.082,18.074,19.215,3100,51009_1610,6.134,"Haren (Ems), Stadt",NA,NA,62.748046875,349.0568668385598
DENILD750000qRao,1000,1300,1000,03454018,15.659,18.437,18.437,1000,31001_2000,2.778,"Haren (Ems), Stadt",NA,NA,27.306640625,76.95969517471396
DENILD7500000VNx,1000,1300,1000,03454018,14.8,19.47,23.053,3100,31001_1000,8.253,"Haren (Ems), Stadt",19,An der Koppel,6.080078125,647.2224629500042
DENILD750000xrmy,1000,1300,1000,03454018,14.765,17.672,20.314,3500,31001_2000,5.548,"Haren (Ems), Stadt",NA,NA,63.826171875,241.75448371565585
DENILD750000lxFs,1000,1300,1000,03454018,13.51,18.889,18.889,NA,31001_1000,5.379,"Haren (Ems), Stadt",9,Brombeerweg,127.65625,241.75448371565585
DENILD7500000VZb,1000,1300,1000,03454018,13.4,15.674,16.394,5000,31001_2130,2.994,"Haren (Ems), Stadt",NA,NA,7.583984375,121.41575844928
DENILD7500001epj,1000,1300,1000,03454018,14.323,19.936,22.949,3100,31001_1000,8.626,"Haren (Ems), Stadt",24,Pastor-Graupe-Straße,2.7373046875,903.0505124054613
DENILD750000qRav,1000,1300,1000,03454018,15.553,20.806,25.138,3100,31001_1000,9.585,"Haren (Ems), Stadt",7,Schützenweg,2.384765625,729.2947814966128
DENILD7500001eA3,1000,1300,1000,03454018,14.272,16.998,20.324,3100,31001_2000,6.052,"Haren (Ems), Stadt",NA,NA,55.5791015625,243.95126335786063
DENILD750000ptG2,1000,1300,1000,03454018,15.646,20.776,24.374,3100,31001_1000,8.728,"Haren (Ems), Stadt",12,Heinrich-Wobken-Straße,2.5771484375,701.605243703367
DENILD7500001eiA,1000,1300,1000,03454018,13.401,16.275,16.275,1000,31001_2000,2.875,"Haren (Ems), Stadt",NA,NA,37.44140625,109.2320978809336
DENILD750000uQ8U,1000,1300,1000,03454018,15.87,18.491,18.491,1000,51009_1610,2.621,"Haren (Ems), Stadt",NA,NA,2.4736328125,6.484862471819781
DENILD7500000VZV,1000,1300,1000,03454018,15.056,17.947,17.947,1000,31001_2000,2.891,"Haren (Ems), Stadt",NA,NA,0.5,167.25835399564468
DENILD7500001eyb,1000,1300,1000,03454018,14.299,16.871,16.871,1000,31001_2000,2.572,"Haren (Ems), Stadt",NA,NA,31.728515625,85.45906468377106
DENILD750000vcCq,1000,1300,1000,03454018,13.237,16.086,16.086,1000,51009_1610,2.849,"Haren (Ems), Stadt",NA,NA,16.87890625,48.089233969274815
DENILD750000srCW,1000,1300,1000,03454018,13.068,18.544,22.244,3100,31001_1000,9.176,"Haren (Ems), Stadt",10,Grüner Weg,42.220703125,2110.3118695420408
DENILD750000vpCx,1000,1300,1000,03454018,13.16,17.792,19.611,3100,31001_2010,6.451,"Haren (Ems), Stadt",NA,NA,293.0751953125,1624.1148792070665
DENILD7500001ei6,1000,1300,1000,03454018,13.509,19.065,21.8,3100,31001_1000,8.291,"Haren (Ems), Stadt",66,Weißdornweg,6.8603515625,565.7203048642888
DENILD7500000VT0,1000,1300,1000,03454018,14.85,17.826,18.92,3200,31001_2000,4.07,"Haren (Ems), Stadt",NA,NA,15.8037109375,53.40549182984702
DENILD7500000VW2,1000,1300,1000,03454018,15.041,17.523,17.523,1000,31001_2000,2.482,"Haren (Ems), Stadt",NA,NA,16.7197265625,41.49988512153533
DENILD750000viqq,1000,1300,1000,03454018,13.485,19.194,21.951,3100,51009_1610,8.465,"Haren (Ems), Stadt",NA,NA,5.990234375,42.45873124148242
DENILD750000vgxe,1000,1300,1000,03454018,12.88,16.128,16.128,1000,31001_2000,3.248,"Haren (Ems), Stadt",NA,NA,160.5361328125,521.4219738645788
DENILD750000xHmd,1000,1300,1000,03454018,13.41,17.725,20.153,2100,51009_1610,6.743,"Haren (Ems), Stadt",NA,NA,27.8505859375,131.39663963172228
DENILD7500001esr,1000,1300,1000,03454018,14.009,16.61,16.61,1000,31001_2000,2.601,"Haren (Ems), Stadt",NA,NA,9.9921875,148.01832787949724
DENILD7500000VNe,1000,1300,1000,03454018,15.134,18.154,18.154,1000,31001_2000,3.02,"Haren (Ems), Stadt",NA,NA,34.3642578125,103.82794881394094
DENILD7500000VPJ,1000,1300,1000,03454018,16.091,18.748,18.748,1000,31001_2000,2.657,"Haren (Ems), Stadt",NA,NA,35.5283203125,94.44336524616632
DENILD7500001eBo,1000,1300,1000,03454018,12.223,15.893,15.893,1000,31001_2100,3.67,"Haren (Ems), Stadt",NA,NA,231.1220703125,848.452500736642
DENILD750000niZ0,1000,1300,1000,03454018,12.948,17.869,21.432,3100,31001_1000,8.484,"Haren (Ems), Stadt",1,Azaleenring,1.501953125,724.263893337727
DENILD750000smJj,1000,1300,1000,03454018,13.108,19.882,19.882,1000,31001_2100,6.774,"Haren (Ems), Stadt",NA,NA,7.025390625,653.4525416476529
DENILD7500000VRa,1000,1300,1000,03454018,14.704,17.363,18.258,3100,31001_2000,3.554,"Haren (Ems), Stadt",NA,NA,15.943359375,49.53854178431842
DENILD750000uqeH,1000,1300,1000,03454018,14.755,19.575,20.879,2100,51009_1610,6.124,"Haren (Ems), Stadt",NA,NA,16.5068359375,79.56344182264792
DENILD750000njB3,1000,1300,1000,03454018,13.044,15.793,16.674,3100,51009_1610,3.63,"Haren (Ems), Stadt",NA,NA,5.6435546875,18.001946635869277
DENILD7500001ekl,1000,1300,1000,03454018,13.719,17.171,20.413,3100,31001_2000,6.693,"Haren (Ems), Stadt",NA,NA,9.966796875,285.17628100163154
DENILD7500001eo4,1000,1300,1000,03454018,12.981,16.911,19.921,5000,31001_1000,6.94,"Haren (Ems), Stadt",9,Oberlangener Straße,28.8984375,3624.582712936483
DENILD750000sYep,1000,1300,1000,03454018,13.037,16.012,16.012,1000,51009_1610,2.974,"Haren (Ems), Stadt",NA,NA,4.4921875,13.36510420234493
DENILD7500001epV,1000,1300,1000,03454018,13.349,16.62,18.833,3200,31001_2000,5.484,"Haren (Ems), Stadt",NA,NA,43.0849609375,177.6500261138027
DENILD7500000VSo,1000,1300,1000,03454018,15.354,20.426,24.082,3100,31001_1000,8.728,"Haren (Ems), Stadt",11,Lerchenweg,3.767578125,631.1371230012008
DENILD7500001epi,1000,1300,1000,03454018,12.669,14.713,14.713,1000,31001_2000,2.044,"Haren (Ems), Stadt",NA,NA,12.509765625,25.57084572728032
DENILD750000sYek,1000,1300,1000,03454018,12.704,14.836,16.062,3100,31001_2000,3.359,"Haren (Ems), Stadt",NA,NA,29.6064453125,81.28446414864838
DENILD750000vcCp,1000,1300,1000,03454018,13.076,15.809,15.809,1000,51009_1610,2.734,"Haren (Ems), Stadt",NA,NA,17.740234375,48.48589062317604
DENILD750000xHNP,1000,1300,1000,03454018,13.543,17.043,17.043,NA,51009_1610,3.5,"Haren (Ems), Stadt",NA,NA,17.734375,48.48589062317604
DENILD7500001eng,1000,1300,1000,03454018,13.656,17.303,22.111,3100,31001_2000,8.455,"Haren (Ems), Stadt",NA,NA,77.2119140625,467.315075640544
DENILD7500001ejy,1000,1300,1000,03454018,13.129,16.958,21.765,3100,31001_1000,8.636,"Haren (Ems), Stadt",7,Heidering,1.857421875,768.6346574781835
DENILD7500000VNi,1000,1300,1000,03454018,13.777,18.544,23.544,3100,31001_1210,9.766,"Haren (Ems), Stadt",9,Gosebrockstraße,27.2978515625,1103.7735152936891
DENILD7500001ent,1000,1300,1000,03454018,13.119,16.035,21.541,3100,31001_1000,8.422,"Haren (Ems), Stadt",72,Eichenallee,24.876953125,904.1970116932458
DENILD7500001elc,1000,1300,1000,03454018,13.075,16.575,16.575,NA,31001_2500,3.5,"Haren (Ems), Stadt",NA,NA,180.71875,904.1970116932458
DENILD750000s5os,1000,1300,1000,03454018,15.807,21.133,24.241,3100,31001_1000,8.433,"Haren (Ems), Stadt",7,Heinrich-Wobken-Straße,0.603515625,888.4663712934824
DENILD750000vcCo,1000,1300,1000,03454018,13.104,18.026,18.026,NA,51009_1610,4.921,"Haren (Ems), Stadt",NA,NA,267.65625,888.4663712934824
DENILD7500001emJ,1000,1300,1000,03454018,13.27,18.267,22.59,5000,31001_1000,9.321,"Haren (Ems), Stadt",51,Heidering,40.4716796875,1704.0152203993632
DENILD7500001eug,1000,1300,1000,03454018,13.214,15.987,15.987,1000,31001_2000,2.773,"Haren (Ems), Stadt",NA,NA,12.951171875,35.91251293661547
DENILD7500000VNK,1000,1300,1000,03454018,14.629,17.688,19.944,3100,31001_2000,5.316,"Haren (Ems), Stadt",NA,NA,38.9462890625,163.12415641925486
DENILD7500000VXN,1000,1300,1000,03454018,14.031,18.517,21.988,5000,31001_1000,7.957,"Haren (Ems), Stadt",14A,Gosebrockstraße,9.3486328125,777.3914491029401
DENILD750000vbdm,1000,1300,1000,03454018,13.547,17.857,19.556,3100,51009_1610,6.009,"Haren (Ems), Stadt",NA,NA,5.982421875,30.86880797981661
DENILD750000uRlJ,1000,1300,1000,03454018,14.191,17.05,17.778,3100,51009_1610,3.587,"Haren (Ems), Stadt",NA,NA,19.759765625,60.82378761961478
DENILD750000uRlV,1000,1300,1000,03454018,14.458,19.944,19.944,NA,51009_1610,5.486,"Haren (Ems), Stadt",NA,NA,19.7734375,60.82378761961478
