id,DQD,DQB,DQL,GEME,AH,MTH,FH,RT,FU,HO,GEMN,HAUS,LABE,GRUF,VOLU
DENILD2200002oTA,1000,1300,1000,03402000,0.29,2.493,2.493,1000,31001_2000,2.203,"Emden, Stadt",NA,NA,15.4453125,34.02337983617346
DENILD2200002xia,1000,1300,1000,03402000,-0.273,2.526,2.526,1000,31001_2000,2.799,"Emden, Stadt",NA,NA,35.166015625,98.53978724493221
DENILD2200002oTo,1000,1300,1000,03402000,0.266,2.594,4.606,3100,31001_2000,4.34,"Emden, Stadt",NA,NA,21.02734375,70.16993201760285
DENILD2200002oO2,1000,1300,1000,03402000,0.07,3.072,6.864,3100,31001_1000,6.795,"Emden, Stadt",1,Am Tief,8.6552734375,415.3125226602845
DENILD2200002oKN,1000,1300,1000,03402000,1.166,5.844,9.565,3100,31001_1000,8.4,"Emden, Stadt",19,Ringgang,54.1474609375,354.20088847264964
DENILD22000077lP,1000,1300,1000,03402000,0.308,2.911,2.911,1000,51009_1610,2.603,"Emden, Stadt",NA,NA,40.92578125,106.5285077507451
DENILD2200002oMj,1000,1300,1000,03402000,-0.021,2.325,2.325,1000,31001_2000,2.346,"Emden, Stadt",NA,NA,9.2275390625,166.63869848457742
DENILD2200002x90,1000,1300,1000,03402000,0.281,2.763,2.763,1000,31001_2000,2.483,"Emden, Stadt",NA,NA,16.6748046875,41.384719075319005
DENILD2200008YgS,1000,1300,1000,03402000,-0.518,6.662,6.662,1000,31001_2000,7.18,"Emden, Stadt",NA,NA,9.1572265625,68.54999813256556
DENILD2200002oV5,1000,1300,1000,03402000,1.542,5.8,9.013,3100,31001_1000,7.47,"Emden, Stadt",79,Twixlumer Straße,72.693359375,381.67969159428753
DENILD2200002xAQ,1000,1300,1000,03402000,-0.207,3.354,8.002,3100,31001_1000,8.209,"Emden, Stadt",3,Spechtweg,72.7841796875,428.38781391053334
DENILD2200002oTL,1000,1300,1000,03402000,0.3,5.531,5.531,NA,31001_1000,5.231,"Emden, Stadt",6,Bartshauser Weg,72.828125,428.38781391053334
DENILD2200002oVC,1000,1300,1000,03402000,0.21,2.725,2.725,1000,31001_2000,2.515,"Emden, Stadt",NA,NA,32.75390625,82.37365919611838
DENILD2200002oNK,1000,1300,1000,03402000,0.274,6.109,8.247,3100,31001_1000,7.973,"Emden, Stadt",16B,Maarweg,74.294921875,1394.6525841708303
DENILD2200002oSo,1000,1300,1000,03402000,-0.094,4.683,7.119,3100,31001_1000,7.213,"Emden, Stadt",30,Coldewehrster Weg,39.27734375,635.1408987696772
DENILD2200006WSl,1000,1300,1000,03402000,0.144,3.186,3.186,1000,31001_2000,3.042,"Emden, Stadt",NA,NA,79.275390625,246.1812055552369
DENILD2200002xuw,1000,1300,1000,03402000,0.263,3.026,3.026,1000,31001_2000,2.763,"Emden, Stadt",NA,NA,44.4072265625,123.55099599174733
DENILD2200002oRo,1000,1300,1000,03402000,-0.004,2.834,5.227,3100,31001_2000,5.231,"Emden, Stadt",NA,NA,34.8984375,140.80489618296602
DENILD2200007PB9,1000,1300,1000,03402000,1.627,4.664,4.987,2100,31001_2000,3.36,"Emden, Stadt",NA,NA,17.36328125,51.376647085390445
DENILD2200002oLm,1000,1300,1000,03402000,0.109,5.747,5.747,NA,31001_1000,5.638,"Emden, Stadt",13,Coldewehrster Weg,17.3515625,51.376647085390445
DENILD2200002oTJ,1000,1300,1000,03402000,0.186,3.505,3.505,NA,31001_1000,3.318,"Emden, Stadt",24,Bilenster Weg,17.3515625,51.376647085390445
DENILD2200002xax,1000,1300,1000,03402000,-0.228,4.786,4.786,1000,31001_2000,5.015,"Emden, Stadt",NA,NA,22.248046875,113.24622403890035
DENILD2200002oRL,1000,1300,1000,03402000,0.156,3.42,9.017,3100,31001_1000,8.861,"Emden, Stadt",12,Am Osterdiek,113.271484375,686.7143493250547
DENILD2200002oL3,1000,1300,1000,03402000,0.215,2.727,2.727,1000,31001_2000,2.513,"Emden, Stadt",NA,NA,21.603515625,54.269573301171015
DENILD2200002oM1,1000,1300,1000,03402000,0.177,2.059,3.001,3100,31001_2000,2.825,"Emden, Stadt",NA,NA,16.748046875,39.41886171787503
DENILD2200008yB4,1000,1300,1000,03402000,0.4,3.248,3.248,1000,51009_1610,2.848,"Emden, Stadt",NA,NA,48.3828125,137.80369822664838
DENILD2200002xfB,1000,1300,1000,03402000,0.288,3.213,6.232,3100,31001_2000,5.945,"Emden, Stadt",NA,NA,9.107421875,216.86842447283712
DENILD2200002oUp,1000,1300,1000,03402000,-0.2,4.149,4.149,NA,31001_1000,4.35,"Emden, Stadt",19,Eckersweg,27.359375,216.86842447283712
DENILD2200002oVe,1000,1300,1000,03402000,0.47,4.234,7.373,3200,31001_1000,6.903,"Emden, Stadt",10,Coldewehrster Weg,16.1875,908.4794415862783
DENILD2200002oVD,1000,1300,1000,03402000,-0.422,1.798,1.798,1000,31001_2000,2.22,"Emden, Stadt",NA,NA,16.052734375,35.63859350909464
DENILD22000077kG,1000,1300,1000,03402000,0.115,4.109,4.503,2100,51009_1610,4.388,"Emden, Stadt",NA,NA,15.01171875,59.955800733512845
DENILD2200002oP7,1000,1300,1000,03402000,0.208,4.352,7.878,3100,31001_1000,7.67,"Emden, Stadt",7,Thedastraße,76.41796875,419.2615140933852
DENILD2200008g5y,1000,1300,1000,03402000,0.719,3.428,3.428,1000,51009_1610,2.709,"Emden, Stadt",NA,NA,16.341796875,44.27200045979655
DENILD2200002oRR,1000,1300,1000,03402000,0.018,8.536,8.536,1000,31001_2000,8.518,"Emden, Stadt",NA,NA,4.8974609375,41.70934527574191
DENILD2200007JmT,1000,1300,1000,03402000,-0.411,2.84,2.84,1000,31001_2000,3.252,"Emden, Stadt",NA,NA,41.416015625,134.64862247105938
DENILD2200002oTB,1000,1300,1000,03402000,0.126,6.174,10.247,3100,31001_1000,10.122,"Emden, Stadt",26,Coldewehrster Weg,165.2890625,1201.6299187173483
DENILD2200002xxS,1000,1300,1000,03402000,0.209,4.182,8.72,3100,31001_1000,8.51,"Emden, Stadt",13B,Regenpfeiferweg,82.78515625,516.7779691548973
DENILD2200002oQX,1000,1300,1000,03402000,-0.134,3.896,7.202,3100,31001_1000,7.337,"Emden, Stadt",5,Quittensweg,83.828125,420.9940767804925
DENILD2200002x7E,1000,1300,1000,03402000,0.014,3.363,5.444,3100,31001_2000,5.43,"Emden, Stadt",NA,NA,26.33984375,115.6258262509569
DENILD22000077lx,1000,1300,1000,03402000,0.13,3.508,4.115,3100,51009_1610,3.986,"Emden, Stadt",NA,NA,8.9326171875,32.88870746127028
DENILD2200002xP9,1000,1300,1000,03402000,0.003,2.329,2.329,1000,31001_2000,2.327,"Emden, Stadt",NA,NA,31.599609375,73.50238618346043
DENILD2200002oOn,1000,1300,1000,03402000,0.122,2.243,2.243,1000,31001_2000,2.121,"Emden, Stadt",NA,NA,8.1025390625,17.185157523723618
DENILD2200008Ndp,1000,1300,1000,03402000,2.45,6.86,10.022,3100,31001_1000,7.572,"Emden, Stadt",NA,NA,187.693359375,1182.8763158451684
DENILD2200008qb7,1000,1300,1000,03402000,0.119,3.189,3.189,1000,51009_1610,3.07,"Emden, Stadt",NA,NA,3.19140625,9.792676786369586
DENILD2200002oNL,1000,1300,1000,03402000,0.099,5.048,8.247,3100,31001_1000,8.148,"Emden, Stadt",9,Krummhörner Weg,21.646484375,932.944809657745
DENILD2200002oUL,1000,1300,1000,03402000,0.347,3.169,3.169,1000,31001_2000,2.822,"Emden, Stadt",NA,NA,24.771484375,69.90524637045363
DENILD2200006WSb,1000,1300,1000,03402000,-0.006,4.633,4.633,1000,51009_1610,4.639,"Emden, Stadt",NA,NA,6.783203125,32.99276052062063
DENILD2200002oRl,1000,1300,1000,03402000,-0.213,2.333,2.333,1000,31001_2000,2.546,"Emden, Stadt",NA,NA,23.96875,61.0229659149497
DENILD2200002oRk,1000,1300,1000,03402000,0.355,3.21,7.301,3200,31001_1000,6.946,"Emden, Stadt",6,Coldewehrster Weg,120.50390625,535.6914733207826
DENILD2200002oVa,1000,1300,1000,03402000,2.83,7.908,11.318,3100,31001_1000,8.487,"Emden, Stadt",4,Ringgang,8.4892578125,638.0568939171845
DENILD2200002oSN,1000,1300,1000,03402000,-0.047,3.453,3.453,NA,31001_2000,3.5,"Emden, Stadt",NA,NA,174.984375,638.0568939171845
DENILD2200002oTH,1000,1300,1000,03402000,0.121,2.511,2.511,1000,31001_2000,2.391,"Emden, Stadt",NA,NA,5.5810546875,13.336924169188952
DENILD2200002oOm,1000,1300,1000,03402000,0.393,3.737,6.97,3100,31001_1000,6.577,"Emden, Stadt",21,Am Tief,76.41796875,365.2579833639923
DENILD2200002oJw,1000,1300,1000,03402000,0.111,3.697,7.811,3100,31001_1000,7.699,"Emden, Stadt",10,Doodshörner Weg,137.7900390625,777.592659608345
DENILD2200002oSH,1000,1300,1000,03402000,0.197,3.582,8.044,3100,31001_1000,7.847,"Emden, Stadt",3,Thedastraße,73.7705078125,414.4337674606092
DENILD2200002xwo,1000,1300,1000,03402000,0.007,4.479,8.596,3100,31001_1000,8.589,"Emden, Stadt",1,Spechtweg,69.859375,416.7775660171234
DENILD2200002oMn,1000,1300,1000,03402000,0.245,2.715,2.715,1000,31001_2000,2.47,"Emden, Stadt",NA,NA,37.5849609375,93.34423188496731
DENILD2200002oPG,1000,1300,1000,03402000,0.002,2.515,2.515,1000,31001_2000,2.513,"Emden, Stadt",NA,NA,32.5400390625,83.2309155862258
DENILD22000071iP,1000,1300,1000,03402000,0.444,3.389,3.389,1000,51009_1610,2.945,"Emden, Stadt",NA,NA,26.9248046875,79.29310308182774
DENILD2200002oNG,1000,1300,1000,03402000,0.029,4.821,4.821,NA,31001_1000,4.792,"Emden, Stadt",4,Thedastraße,26.921875,79.29310308182774
DENILD2200006Vgj,1000,1300,1000,03402000,0.509,3.225,3.225,1000,31001_2000,2.716,"Emden, Stadt",NA,NA,11.685546875,31.738681688172655
DENILD22000077lr,1000,1300,1000,03402000,0.142,3.919,3.919,1000,51009_1610,3.778,"Emden, Stadt",NA,NA,9.5419921875,36.040126451304744
DENILD2200002oN5,1000,1300,1000,03402000,-0.146,2.17,2.17,1000,31001_2000,2.316,"Emden, Stadt",NA,NA,28.4736328125,67.06763123620702
DENILD2200002oLU,1000,1300,1000,03402000,1.363,3.711,3.711,1000,31001_2000,2.348,"Emden, Stadt",NA,NA,15.154296875,35.58695952340766
DENILD2200002xoV,1000,1300,1000,03402000,0.67,3.519,3.519,1000,31001_2000,2.849,"Emden, Stadt",NA,NA,48.7177734375,140.9065343125233
DENILD2200002oQl,1000,1300,1000,03402000,0.127,4.472,8.874,3100,31001_1000,8.747,"Emden, Stadt",22,Maarweg,127.421875,810.2343287730018
DENILD2200002xc1,1000,1300,1000,03402000,0.099,2.936,2.936,1000,31001_2000,2.837,"Emden, Stadt",NA,NA,29.6982421875,84.2533465750382
DENILD2200002xFR,1000,1300,1000,03402000,0.07,3.539,7.935,3100,31001_1000,7.865,"Emden, Stadt",5,Zeisigweg,66.8017578125,378.61794891128966
DENILD2200002oL0,1000,1300,1000,03402000,0.104,2.695,2.695,1000,31001_2000,2.591,"Emden, Stadt",NA,NA,31.18359375,81.84667925585339
DENILD22000077lk,1000,1300,1000,03402000,0.011,2.883,2.883,1000,51009_1610,2.872,"Emden, Stadt",NA,NA,7.4033203125,21.263001336723683
DENILD2200002xDJ,1000,1300,1000,03402000,0.11,3.804,8.364,3100,31001_1000,8.254,"Emden, Stadt",6,Zeisigweg,84.2939453125,503.60852011786073
DENILD2200002oVu,1000,1300,1000,03402000,3.035,8.15,11.083,3100,31001_1000,8.048,"Emden, Stadt",2,Ringgang,76.55078125,426.53143264395834
DENILD2200002xik,1000,1300,1000,03402000,0.412,3.431,3.431,1000,31001_2000,3.019,"Emden, Stadt",NA,NA,14.4150390625,168.3435143680204
DENILD2200002xxG,1000,1300,1000,03402000,0.067,3.146,3.146,1000,31001_2000,3.079,"Emden, Stadt",NA,NA,11.0009765625,82.99191175532663
DENILD2200007sAo,1000,1300,1000,03402000,1.004,4.673,5.231,2100,51009_1610,4.227,"Emden, Stadt",NA,NA,45.072265625,159.07452347175442
DENILD2200002xiP,1000,1300,1000,03402000,-0.007,6.502,9.36,3100,31001_1000,9.367,"Emden, Stadt",10,Spiekerburger Weg,59.294921875,432.18830834756216
DENILD2200002oQe,1000,1300,1000,03402000,0.337,3.444,6.889,3200,31001_1000,6.553,"Emden, Stadt",3,Coldewehrster Weg,14.8388671875,689.4262566241231
DENILD2200006V8U,1000,1300,1000,03402000,0.547,6.461,9.075,3100,31001_1000,8.528,"Emden, Stadt",33,Am Tief,12.1435546875,640.21262460884
DENILD2200002oW2,1000,1300,1000,03402000,1.861,4.491,4.491,1000,31001_2000,2.631,"Emden, Stadt",NA,NA,19.7216796875,51.86651403352831
DENILD2200002xoF,1000,1300,1000,03402000,0.392,3.423,3.423,1000,31001_2000,3.03,"Emden, Stadt",NA,NA,39.9189453125,123.03408375848161
DENILD2200002xQt,1000,1300,1000,03402000,-0.179,2.332,2.332,1000,31001_2000,2.511,"Emden, Stadt",NA,NA,29.0205078125,157.20855535532982
DENILD2200002oR2,1000,1300,1000,03402000,-0.25,2.08,2.818,3100,31001_2000,3.068,"Emden, Stadt",NA,NA,24.611328125,66.4298651563574
DENILD2200008YdE,1000,1300,1000,03402000,0.432,3.932,3.932,NA,31001_2000,3.5,"Emden, Stadt",NA,NA,24.609375,66.4298651563574
DENILD2200002oRy,1000,1300,1000,03402000,0.359,3.372,7.681,3100,31001_1000,7.322,"Emden, Stadt",17,Thedastraße,73.287109375,378.79764303667196
DENILD2200002oSJ,1000,1300,1000,03402000,0.219,3.145,4.075,3100,31001_2000,3.856,"Emden, Stadt",NA,NA,42.65234375,136.29261357388216
DENILD2200002oUT,1000,1300,1000,03402000,0.153,3.294,5.76,3200,31001_1000,5.607,"Emden, Stadt",4,Balkweg,22.822265625,753.7863620758242
DENILD2200002oKK,1000,1300,1000,03402000,0.362,4.94,8.295,3100,31001_1000,7.934,"Emden, Stadt",7,Coldewehrster Weg,109.96484375,605.6374558885817
DENILD2200002oKV,1000,1300,1000,03402000,-0.13,3.134,7.265,3200,31001_1000,7.395,"Emden, Stadt",34,Coldewehrster Weg,35.5078125,1621.212036629169
DENILD2200002oTR,1000,1300,1000,03402000,0.154,3.731,5.855,3100,31001_1000,5.702,"Emden, Stadt",27,Bilenster Weg,35.048828125,1038.5989018099597
DENILD2200002oO1,1000,1300,1000,03402000,0.821,5.357,5.357,1000,31001_2000,4.537,"Emden, Stadt",NA,NA,39.0068359375,202.1126974969949
DENILD2200002oKq,1000,1300,1000,03402000,0.04,2.654,2.654,1000,31001_2000,2.614,"Emden, Stadt",NA,NA,11.8486328125,30.97165747766215
DENILD2200002xvP,1000,1300,1000,03402000,0.126,5.158,8.346,3300,31001_1000,8.22,"Emden, Stadt",5,Maarweg,94.2109375,559.4962719367288
DENILD2200008PYV,1000,1300,1000,03402000,0.405,2.893,2.893,1000,51009_1610,2.488,"Emden, Stadt",NA,NA,33.8486328125,84.21697753149232
DENILD2200002oOO,1000,1300,1000,03402000,-0.124,2.363,3.692,3100,31001_2000,3.817,"Emden, Stadt",NA,NA,28.0146484375,88.2883078838147
DENILD2200006WSe,1000,1300,1000,03402000,0.326,3.115,3.385,2100,31001_2000,3.059,"Emden, Stadt",NA,NA,25.755859375,71.83434626010187
DENILD2200002oQn,1000,1300,1000,03402000,1.65,4.095,4.095,1000,31001_2000,2.445,"Emden, Stadt",NA,NA,14.2275390625,34.78421425286484
DENILD2200002xCz,1000,1300,1000,03402000,0.015,2.817,6.015,3100,31001_2000,6.0,"Emden, Stadt",NA,NA,7.4365234375,212.8434274282563
DENILD2200002oMM,1000,1300,1000,03402000,-0.017,2.398,2.398,1000,31001_2000,2.415,"Emden, Stadt",NA,NA,16.53515625,39.93507635415895
DENILD2200002oLI,1000,1300,1000,03402000,0.225,2.345,2.855,2100,31001_2000,2.629,"Emden, Stadt",NA,NA,29.77734375,63.217199476562435
DENILD2200002oP4,1000,1300,1000,03402000,-0.046,3.454,3.454,NA,31001_2000,3.5,"Emden, Stadt",NA,NA,29.7734375,63.217199476562435
DENILD2200002xpM,1000,1300,1000,03402000,0.179,2.788,3.88,3100,31001_2000,3.701,"Emden, Stadt",NA,NA,40.0078125,126.23136972530249
DENILD2200002xBC,1000,1300,1000,03402000,0.224,2.763,2.763,1000,31001_2000,2.539,"Emden, Stadt",NA,NA,16.6787109375,42.345797460328846
DENILD2200002oTT,1000,1300,1000,03402000,-0.156,3.41,8.286,3100,31001_1000,8.443,"Emden, Stadt",12,Am Sportplatz,112.1787109375,673.6539393545941
DENILD2200002oPj,1000,1300,1000,03402000,0.05,3.378,6.829,3200,31001_1000,6.779,"Emden, Stadt",3,Krummhörner Weg,120.18359375,563.790691011503
DENILD2200002xE9,1000,1300,1000,03402000,0.156,5.191,7.575,3100,31001_2000,7.419,"Emden, Stadt",NA,NA,57.005859375,310.18680137382427
DENILD2200008g5z,1000,1300,1000,03402000,0.543,4.043,4.043,NA,31001_2000,3.5,"Emden, Stadt",NA,NA,56.9921875,310.18680137382427
DENILD2200002xyX,1000,1300,1000,03402000,0.262,5.792,5.792,NA,31001_1000,5.53,"Emden, Stadt",13,Maarweg,56.9921875,310.18680137382427
DENILD2200002oVt,1000,1300,1000,03402000,1.089,4.502,4.98,2100,31001_2720,3.891,"Emden, Stadt",NA,NA,49.5625,167.6117723148704
DENILD2200002oLi,1000,1300,1000,03402000,0.553,5.832,5.832,NA,31001_1000,5.279,"Emden, Stadt",19,Am Tief,49.5703125,167.6117723148704
DENILD2200002oT1,1000,1300,1000,03402000,3.153,6.653,6.653,NA,31001_2000,3.5,"Emden, Stadt",NA,NA,49.5703125,167.6117723148704
DENILD2200002oTp,1000,1300,1000,03402000,-0.005,2.884,4.241,3100,31001_2000,4.246,"Emden, Stadt",NA,NA,34.7587890625,124.01125953774216
DENILD2200002oLO,1000,1300,1000,03402000,2.26,5.744,10.06,3100,31001_1000,7.8,"Emden, Stadt",51,Ringgang,15.6708984375,556.8202044912796
DENILD22000077lM,1000,1300,1000,03402000,0.129,3.875,3.875,1000,51009_1610,3.746,"Emden, Stadt",NA,NA,9.1376953125,34.22476522922694
DENILD2200002oKl,1000,1300,1000,03402000,0.18,3.029,5.608,3200,31001_1000,5.428,"Emden, Stadt",11,Am Osterdiek,30.369140625,893.6059413349401
DENILD2200002oV8,1000,1300,1000,03402000,0.016,3.537,7.516,3100,31001_1000,7.499,"Emden, Stadt",35,Bilenster Weg,102.76953125,566.3210515429844
DENILD2200002xk2,1000,1300,1000,03402000,0.09,4.806,7.575,3100,31001_1000,7.485,"Emden, Stadt",2A,Bussardweg,112.412109375,613.950671466516
DENILD2200006V8W,1000,1300,1000,03402000,0.554,3.289,3.289,1000,51009_1610,2.735,"Emden, Stadt",NA,NA,12.2890625,33.612581115765245
DENILD22000077li,1000,1300,1000,03402000,0.157,2.511,2.511,1000,51009_1610,2.354,"Emden, Stadt",NA,NA,21.638671875,50.936519356957035
DENILD2200002oVB,1000,1300,1000,03402000,-0.141,2.527,2.527,1000,31001_2000,2.667,"Emden, Stadt",NA,NA,16.5830078125,44.24398426856271
DENILD2200002xCh,1000,1300,1000,03402000,0.005,2.744,2.744,1000,31001_2000,2.74,"Emden, Stadt",NA,NA,41.8759765625,114.82329799048763
DENILD2200002oLK,1000,1300,1000,03402000,-0.172,2.188,2.188,1000,31001_2000,2.36,"Emden, Stadt",NA,NA,8.828125,20.833690596006054
DENILD2200002oPB,1000,1300,1000,03402000,-0.03,2.996,8.377,3100,31001_1000,8.408,"Emden, Stadt",8,Bilenster Weg,85.6279296875,489.51654594072005
DENILD2200002oPk,1000,1300,1000,03402000,3.268,5.513,5.818,2100,31001_2000,2.55,"Emden, Stadt",NA,NA,19.509765625,43.80579758633263
DENILD2200002oJr,1000,1300,1000,03402000,0.037,4.6,7.613,3300,31001_1000,7.575,"Emden, Stadt",37,Bilenster Weg,93.7421875,513.6664452249278
DENILD2200002oOZ,1000,1300,1000,03402000,-0.093,3.232,8.527,3100,31001_1000,8.62,"Emden, Stadt",5,Am Sportplatz,71.8681640625,429.23873826010646
DENILD2200002oTO,1000,1300,1000,03402000,0.386,3.041,3.041,1000,31001_2000,2.654,"Emden, Stadt",NA,NA,34.5400390625,91.70294332607324
DENILD2200002oVV,1000,1300,1000,03402000,0.035,3.319,6.907,3200,31001_1000,6.872,"Emden, Stadt",1,Quittensweg,115.5322265625,540.8812487571827
DENILD2200002xkF,1000,1300,1000,03402000,-0.057,4.645,7.973,3100,31001_1000,8.03,"Emden, Stadt",2,Spechtweg,10.1748046875,431.0684526583755
DENILD2200002oOX,1000,1300,1000,03402000,0.231,2.58,2.58,1000,31001_2000,2.349,"Emden, Stadt",NA,NA,14.0078125,32.9034225414897
DENILD2200002oQ9,1000,1300,1000,03402000,-0.009,2.41,2.41,1000,31001_2000,2.419,"Emden, Stadt",NA,NA,36.05859375,87.85102014666525
DENILD2200002oVg,1000,1300,1000,03402000,-0.129,3.13,6.585,3100,31001_1000,6.714,"Emden, Stadt",9,Bilenster Weg,65.728515625,327.78200692082436
DENILD2200002oKc,1000,1300,1000,03402000,-0.119,2.503,2.503,1000,31001_2000,2.623,"Emden, Stadt",NA,NA,6.462890625,152.5463188681806
DENILD2200002oRU,1000,1300,1000,03402000,0.333,8.551,8.551,1000,31001_1000,8.218,"Emden, Stadt",11,Ringgang,28.255859375,237.14375247471514
DENILD2200002oPq,1000,1300,1000,03402000,2.035,5.483,8.428,3100,31001_1000,6.393,"Emden, Stadt",23,Ringgang,35.248046875,431.42933333100956
DENILD22000077lJ,1000,1300,1000,03402000,0.203,3.211,3.211,1000,51009_1610,3.008,"Emden, Stadt",NA,NA,27.41015625,120.96858195180064
DENILD2200002oV1,1000,1300,1000,03402000,0.265,2.727,2.727,1000,31001_2000,2.463,"Emden, Stadt",NA,NA,26.7529296875,65.87206808365626
DENILD2200002oOl,1000,1300,1000,03402000,0.091,4.923,7.935,3100,31001_1000,7.844,"Emden, Stadt",30,Krummhörner Weg,85.41796875,486.3700654387965
DENILD2200002oTv,1000,1300,1000,03402000,-0.204,3.753,6.492,3100,31001_1000,6.696,"Emden, Stadt",10,Balkweg,17.3828125,683.3691230276646
DENILD2200002xta,1000,1300,1000,03402000,0.259,6.788,6.788,NA,31001_1000,6.529,"Emden, Stadt",5B,Regenpfeiferweg,240.625,683.3691230276646
DENILD2200002oNb,1000,1300,1000,03402000,-0.005,3.038,5.984,3200,31001_1000,5.989,"Emden, Stadt",4,Eckersweg,34.84375,825.6870053200043
DENILD22000077l9,1000,1300,1000,03402000,0.018,3.004,3.004,1000,51009_1610,2.987,"Emden, Stadt",NA,NA,7.177734375,21.435145821479182
DENILD2200002oQH,1000,1300,1000,03402000,0.374,5.562,10.607,5000,31001_2720,10.233,"Emden, Stadt",NA,NA,15.564453125,4154.560221373524
DENILD2200006ZnF,1000,1300,1000,03402000,0.381,3.058,5.183,3100,51009_1610,4.802,"Emden, Stadt",NA,NA,7.2138671875,26.977371005253865
DENILD2200002oTF,1000,1300,1000,03402000,-0.165,2.312,2.312,1000,31001_2000,2.477,"Emden, Stadt",NA,NA,16.591796875,101.2586901385684
DENILD2200002xq9,1000,1300,1000,03402000,0.524,6.097,7.557,9999,31001_1000,7.033,"Emden, Stadt",16,Bachstelzenweg,22.080078125,1004.475502734361
DENILD2200008PYu,1000,1300,1000,03402000,1.964,5.329,5.329,1000,51009_1610,3.364,"Emden, Stadt",NA,NA,4.7109375,15.854049444654326
DENILD2200002oT7,1000,1300,1000,03402000,-0.081,5.738,5.738,NA,31001_1000,5.819,"Emden, Stadt",1,Stikelhörner Weg,4.70703125,15.854049444654326
DENILD2200002oVS,1000,1300,1000,03402000,0.087,5.225,7.891,3100,31001_1000,7.804,"Emden, Stadt",64,Twixlumer Straße,9.09765625,556.8236450122123
DENILD2200002oKZ,1000,1300,1000,03402000,0.11,3.01,3.01,1000,31001_2000,2.9,"Emden, Stadt",NA,NA,27.4833984375,79.70408574755152
DENILD2200002oKM,1000,1300,1000,03402000,0.056,2.924,2.924,1000,31001_2000,2.869,"Emden, Stadt",NA,NA,16.9052734375,48.48478471185044
DENILD2200002oTb,1000,1300,1000,03402000,0.024,3.383,6.144,3200,31001_1000,6.119,"Emden, Stadt",8,Stikelhörner Weg,127.3583984375,564.776894947176
DENILD22000077lB,1000,1300,1000,03402000,0.107,2.617,2.617,1000,51009_1610,2.51,"Emden, Stadt",NA,NA,18.7060546875,46.950252797334706
DENILD2200002oOu,1000,1300,1000,03402000,-0.143,2.319,2.319,1000,31001_2000,2.462,"Emden, Stadt",NA,NA,5.27734375,100.66493267365225
DENILD2200002oJl,1000,1300,1000,03402000,0.51,3.814,9.098,3100,31001_1000,8.588,"Emden, Stadt",28,Am Tief,72.7451171875,432.54978466610464
DENILD2200002oSi,1000,1300,1000,03402000,0.121,3.508,3.508,1000,31001_2000,3.388,"Emden, Stadt",NA,NA,25.9560546875,89.56007856886689
DENILD2200007sAg,1000,1300,1000,03402000,2.663,4.918,4.918,1000,51009_1610,2.255,"Emden, Stadt",NA,NA,9.1083984375,20.53914208827657
DENILD2200002oTG,1000,1300,1000,03402000,0.229,2.64,2.64,1000,31001_2000,2.411,"Emden, Stadt",NA,NA,23.638671875,57.5468606681982
DENILD2200007WCy,1000,1300,1000,03402000,0.138,3.327,4.773,3100,51009_1610,4.635,"Emden, Stadt",NA,NA,8.8046875,34.474034444488325
DENILD2200002oNx,1000,1300,1000,03402000,0.015,4.272,5.699,3100,31001_1000,5.684,"Emden, Stadt",28,Am Osterdiek,16.376953125,508.5116137967837
DENILD22000077la,1000,1300,1000,03402000,-0.278,2.636,2.636,1000,51009_1610,2.914,"Emden, Stadt",NA,NA,11.25,32.78348783777453
DENILD2200002oOW,1000,1300,1000,03402000,0.257,5.212,5.212,NA,31001_1000,4.955,"Emden, Stadt",22,Coldewehrster Weg,11.25,32.78348783777453
DENILD22000077lU,1000,1300,1000,03402000,0.483,4.564,5.642,2100,51009_1610,5.159,"Emden, Stadt",NA,NA,12.23046875,49.915033400903035
DENILD2200002oJM,1000,1300,1000,03402000,0.495,3.622,4.163,2100,31001_2000,3.669,"Emden, Stadt",NA,NA,25.9580078125,83.46523299342164
DENILD22000077kP,1000,1300,1000,03402000,-0.003,2.805,3.211,2100,51009_1610,3.215,"Emden, Stadt",NA,NA,32.849609375,92.24411307226408
DENILD2200002oQs,1000,1300,1000,03402000,-0.029,2.826,2.826,1000,31001_2000,2.855,"Emden, Stadt",NA,NA,14.8857421875,42.49917026777876
DENILD2200002xFg,1000,1300,1000,03402000,0.302,4.144,5.69,3100,31001_2000,5.388,"Emden, Stadt",NA,NA,35.7421875,153.911073584308
DENILD2200002oQr,1000,1300,1000,03402000,0.32,5.748,5.748,NA,31001_1000,5.428,"Emden, Stadt",7A,Am Tief,26.8125,153.911073584308
DENILD22000077lD,1000,1300,1000,03402000,0.174,2.654,2.654,1000,51009_1610,2.48,"Emden, Stadt",NA,NA,24.8251953125,61.954284912079586
DENILD2200002oUV,1000,1300,1000,03402000,0.39,5.458,5.458,1000,31001_2000,5.068,"Emden, Stadt",NA,NA,157.166015625,797.3233635055125
DENILD2200002oSZ,1000,1300,1000,03402000,-0.106,4.416,8.308,3300,31001_1000,8.414,"Emden, Stadt",32,Coldewehrster Weg,26.5263671875,744.185602038056
DENILD2200002oOk,1000,1300,1000,03402000,-0.02,3.103,8.759,3100,31001_1000,8.779,"Emden, Stadt",14,Bilenster Weg,71.4140625,425.02548133411557
